"","UNICODE","codeLoc","LATITUDE","LONGITUDE","recentinsp","not_sprayed","probability","uncertainty","time","color"
"420","1.24.10.79","1.24.10",-16.43244315,-71.5987624,"2013-12-05",0,0.00818100498637733,0.0564946529938991,7,"#FECC5C"
"421","1.24.10.134B","1.24.10",-16.43079916,-71.60147244,"2005-03-11",0,0.00817478676863063,0.0557602829763626,15,"#FECC5C"
"422","1.24.10.10","1.24.10",-16.43354343,-71.59838757,"2013-12-10",0,0.00816506372871819,0.0560513936363661,7,"#FECC5C"
"423","1.24.10.156","1.24.10",-16.43240543,-71.60072217,"2010-03-29",0,0.008163195933212,0.055991505947831,10,"#FECC5C"
"424","1.24.10.46","1.24.10",-16.43281311,-71.59924607,"2011-10-29",0,0.0081439992942259,0.0560196829319754,9,"#FECC5C"
"425","1.24.11.74","1.24.11",-16.42868187,-71.60090675,"2013-11-04",0,0.00814397757624137,0.0562814299015338,7,"#FECC5C"
"426","1.24.10.134A","1.24.10",-16.43082548,-71.60150735,"2005-03-11",0,0.00814112689858681,0.0556022269151602,15,"#FECC5C"
"427","1.24.10.149","1.24.10",-16.43213787,-71.60039096,"2005-03-14",0,0.00813503541657015,0.0560940783779957,15,"#FECC5C"
"428","1.24.10.134C","1.24.10",-16.43075551,-71.60143147,"2005-03-11",0,0.00812220403773646,0.0555417786051138,15,"#FECC5C"
"429","1.24.10.99","1.24.10",-16.43132268,-71.59941785,"2011-12-09",0,0.00812030479079144,0.0559115625441846,9,"#FECC5C"
"430","1.24.11.34","1.24.11",-16.42973521,-71.6008398,"2013-11-12",0,0.00811144515362913,0.056108501173218,7,"#FECC5C"
