"","UNICODE","codeLoc","LATITUDE","LONGITUDE","recentinsp","not_sprayed","probability","uncertainty","time","color"
"1579","1.1.34.556A","1.1.34",-16.37306057,-71.5105553,"2015-06-24",0,0.00899100604874665,0.0478518266548563,4,"#FFFFB2"
"1580","1.1.34.92","1.1.34",-16.37052931,-71.51204886,"2018-02-20",0,0.00899037397917996,0.0481530500264159,1,"#FFFFB2"
"1581","1.1.34.225","1.1.34",-16.3709991,-71.51123503,"2017-07-01",0,0.00898650139664214,0.0477524891322548,2,"#FFFFB2"
"1582","1.1.34.171","1.1.34",-16.36984526,-71.51212596,"2014-11-07",0,0.00898546747922153,0.0476694106687164,5,"#FFFFB2"
"1583","1.1.34.192","1.1.34",-16.37034377,-71.51116462,"2016-05-21",0,0.0089816547301587,0.0476524204550074,3,"#FFFFB2"
"1584","1.1.34.590","1.1.34",-16.37290835,-71.51136473,"2018-02-21",0,0.0089804140869383,0.0476667845438676,1,"#FFFFB2"
"1585","1.1.34.647A","1.1.34",-16.37425969,-71.50993226,"2015-06-17",0,0.00897286290600912,0.0475621814064,4,"#FFFFB2"
"1586","1.1.34.121","1.1.34",-16.37096136,-71.51334168,"2015-05-18",0,0.0089685912951525,0.048000743421188,4,"#FFFFB2"
"1587","1.1.34.154","1.1.34",-16.37008587,-71.51250888,"2015-05-14",0,0.00896547339372425,0.0476111237306564,4,"#FFFFB2"
"1588","1.1.34.571","1.1.34",-16.37355524,-71.51140098,"2015-06-12",0,0.00895967120635736,0.0473646754683162,4,"#FFFFB2"
"1589","1.1.34.627","1.1.34",-16.37450642,-71.50972272,"2016-12-22",0,0.00895840160665114,0.0475711125296264,3,"#FFFFB2"
"1590","1.1.34.102","1.1.34",-16.37088912,-71.51189964,"2018-02-16",0,0.00895835649853583,0.0479446134243322,1,"#FFFFB2"
"1591","1.1.34.595A","1.1.34",-16.37315707,-71.51118572,"2018-02-20",0,0.00895527704380359,0.0475670500396167,1,"#FFFFB2"
"1592","1.1.34.128A","1.1.34",-16.37041734,-71.51370192,"2016-04-14",0,0.00895474329276698,0.0477515053922729,3,"#FFFFB2"
"1593","1.1.34.595","1.1.34",-16.37312264,-71.51119703,"2016-12-10",0,0.00894662911848803,0.0475342206652118,3,"#FFFFB2"
"1594","1.1.34.96","1.1.34",-16.37051616,-71.51193317,"2015-05-27",0,0.00894268881496829,0.0479246345052541,4,"#FFFFB2"
"1595","1.1.34.122","1.1.34",-16.37092036,-71.51339287,"2015-05-13",0,0.00893907513321788,0.0478444568080352,4,"#FFFFB2"
"1596","1.1.34.98","1.1.34",-16.37065123,-71.51182954,"2016-05-05",0,0.00893850484368709,0.0478775921188093,3,"#FFFFB2"
"1597","1.1.34.113","1.1.34",-16.37160368,-71.51289727,"2016-04-29",0,0.00893812000999196,0.0477550817051954,3,"#FFFFB2"
"1598","1.1.34.83","1.1.34",-16.37111103,-71.51248601,"2016-04-14",0,0.00893799745702799,0.0478676835135136,3,"#FFFFB2"
"1599","1.1.34.94","1.1.34",-16.37044963,-71.5119749,"2015-05-28",0,0.00893647880674392,0.0478829113960947,4,"#FFFFB2"
"1600","1.1.34.82","1.1.34",-16.37115059,-71.51237998,"2015-05-27",0,0.00893412060150165,0.0478341009268236,4,"#FFFFB2"
"1601","1.1.34.226","1.1.34",-16.3709484,-71.51129928,"2015-05-27",0,0.00892241333422192,0.0474956613187481,4,"#FFFFB2"
"1602","1.1.34.559A","1.1.34",-16.37293129,-71.51032674,"2014-09-14",0,0.00892043504314408,0.0475006088048101,5,"#FFFFB2"
"1603","1.1.34.569","1.1.34",-16.37359835,-71.51127069,"2015-07-06",0,0.00891589286083118,0.047178798368868,4,"#FFFFB2"
"1604","1.1.34.394A","1.1.34",-16.37208179,-71.50817622,"2014-09-08",0,0.00890990649155325,0.0476377420834836,5,"#FFFFB2"
"1605","1.1.34.623","1.1.34",-16.37438351,-71.50953785,"2017-08-10",0,0.00890176937362524,0.0472977343805258,2,"#FFFFB2"
"1606","1.1.34.123","1.1.34",-16.37082852,-71.51345693,"2015-05-13",0,0.00889780920572239,0.0476554656052227,4,"#FFFFB2"
"1607","1.1.34.84A","1.1.34",-16.37101087,-71.51248043,"2016-04-14",0,0.00889496924869797,0.0477131782703962,3,"#FFFFB2"
"1608","1.1.34.571A","1.1.34",-16.37351317,-71.51137978,"2015-06-18",0,0.00889015110258445,0.0470772020467626,4,"#FFFFB2"
"1609","1.1.34.372C","1.1.34",-16.37225075,-71.50801165,"2018-02-15",0,0.0088854618163008,0.0475063554075585,1,"#FFFFB2"
"1610","1.1.34.372A","1.1.34",-16.37226455,-71.50795164,"2015-08-02",0,0.00888181426632119,0.0474836424433318,4,"#FFFFB2"
"1611","1.1.34.541","1.1.34",-16.37313267,-71.51005417,"2015-06-25",0,0.00887346415814814,0.0472919366189057,4,"#FFFFB2"
"1612","1.1.34.246A","1.1.34",-16.37160008,-71.51071499,"2016-08-05",0,0.00885840530656631,0.0470816920354814,3,"#FFFFB2"
"1613","1.1.34.472","1.1.34",-16.37241887,-71.50970663,"2018-02-20",0,0.00885067695559413,0.04693657801805,1,"#FFFFB2"
"1614","1.1.34.559B","1.1.34",-16.37290142,-71.51031662,"2018-02-21",0,0.0088458036213344,0.0471499292382671,1,"#FFFFB2"
"1615","1.1.34.54","1.1.34",-16.37215382,-71.51143481,"2016-07-19",0,0.00883380607995179,0.0470564545069735,3,"#FFFFB2"
"1616","1.1.34.122A","1.1.34",-16.37088135,-71.5133957,"2015-06-10",0,0.00882195942154995,0.0473356850195811,4,"#FFFFB2"
"1617","1.1.3.710B","1.1.3",-16.37357836,-71.51459489,"2015-09-02",0,0.00881712044649922,0.0468986667838296,4,"#FFFFB2"
"1618","1.1.34.596","1.1.34",-16.37318959,-71.51114913,"2018-02-20",0,0.00881220884577794,0.0469266507523394,1,"#FFFFB2"
"1619","1.1.34.84","1.1.34",-16.37103709,-71.51250512,"2018-02-16",0,0.00880652236895696,0.0473107575961196,1,"#FFFFB2"
"1620","1.1.34.624","1.1.34",-16.37440167,-71.50957489,"2014-11-26",0,0.00880463437217964,0.0468774038029488,5,"#FFFFB2"
