"","X","UNICODE","codeLoc","LATITUDE","LONGITUDE","check","recent_insp","condition","probability","uncertainty","recentinsp","not_sprayed","group_num","order","color"
"1126",1126,"1.8.2.24","1.8.2",-16.45447882,-71.51315386,0,"2007-07-13",1,0.0736684732052808,0.134157846965242,41,0,116,7,"gray"
"1159",1159,"1.8.2.16","1.8.2",-16.45466732,-71.51302588,0,"2007-07-10",1,0.0726847391657631,0.133866305894858,40,0,116,8,"gray"
"1211",1211,"1.8.2.13B","1.8.2",-16.45464998,-71.51328981,0,"2007-07-10",1,0.0679183280132359,0.128247154271713,40,0,116,9,"gray"
"1117",1117,"1.8.2.13A","1.8.2",-16.45466975,-71.51334693,0,"2007-07-10",1,0.0648920703210883,0.122157346572044,40,0,116,10,"gray"
"855",855,"1.8.7.140","1.8.7",-16.44888068,-71.51552643,0,"2007-10-29",2,0.0817401786764614,0.147415828529258,47,0,117,1,"blue"
"1504",1504,"1.8.6.149","1.8.6",-16.44858218,-71.5153204,0,"2007-12-07",1,0.0783466745467515,0.147773108880925,50,0,117,2,"gray"
"1510",1510,"1.8.6.165","1.8.6",-16.44879897,-71.51535232,0,"2007-12-10",1,0.0777918544798608,0.147009182213338,51,0,117,3,"gray"
"854",854,"1.8.7.139","1.8.7",-16.44886005,-71.51558581,0,"2018-11-13",2,0.0763233509613855,0.13706218146796,65,0,117,4,"gray"
"1543",1543,"1.8.6.171","1.8.6",-16.44894968,-71.51548253,0,"2018-11-12",2,0.0759461861095125,0.141172960680111,64,0,117,5,"gray"
"1511",1511,"1.8.6.167","1.8.6",-16.44886264,-71.51515538,0,"2007-12-10",1,0.0756294498491907,0.144337794519417,51,0,117,6,"gray"
"1513",1513,"1.8.6.170","1.8.6",-16.44898483,-71.51541502,0,"2007-12-10",1,0.0708143930483161,0.132792935698858,51,0,117,7,"gray"
"1404",1404,"1.8.6.166","1.8.6",-16.44882468,-71.51526485,0,"2007-12-10",1,0.0698607172838127,0.132371915571448,51,0,117,8,"gray"
"359",359,"1.8.9.17","1.8.9",-16.44876746,-71.51669367,0,"2007-04-11",2,0.0815861520399617,0.149216648853303,4,0,118,1,"blue"
"225",225,"1.8.9.18","1.8.9",-16.4488713,-71.51664477,0,"2007-04-10",1,0.0803204835636538,0.147549755956313,3,0,118,2,"gray"
"321",321,"1.8.9.72","1.8.9",-16.44875364,-71.51689663,0,"2007-04-17",2,0.0763928266532286,0.138331301086473,8,0,118,3,"gray"
"265",265,"1.8.9.67","1.8.9",-16.44912908,-71.51672759,0,"2007-04-11",1,0.0750554936937961,0.139777651273131,4,0,118,4,"gray"
"218",218,"1.8.9.71","1.8.9",-16.44884373,-71.51686087,0,"2007-04-11",1,0.0731688628787104,0.133809186576178,4,0,118,5,"gray"
"258",258,"1.8.9.19","1.8.9",-16.44897748,-71.51658802,0,"2007-04-10",1,0.0729887780329375,0.1332796285539,3,0,118,6,"gray"
"215",215,"1.8.9.68","1.8.9",-16.44904061,-71.51680376,0,"2007-04-11",1,0.0725401452909633,0.134822231447169,4,0,118,7,"gray"
"217",217,"1.8.9.70","1.8.9",-16.44891554,-71.5168531,0,"2007-04-10",1,0.069081211833449,0.126703508739919,3,0,118,8,"gray"
"216",216,"1.8.9.69","1.8.9",-16.44897184,-71.51678882,0,"2007-04-11",1,0.0689161249855728,0.126830690806878,4,0,118,9,"gray"
"633",633,"1.8.8.173","1.8.8",-16.44863423,-71.5163973,0,"2007-05-16",1,0.0688748818648345,0.132233673067115,19,0,118,10,"gray"
"632",632,"1.8.8.172","1.8.8",-16.4487189,-71.51636044,0,"2007-05-15",1,0.0685988392488596,0.13142639724,18,0,118,11,"gray"
"631",631,"1.8.8.171","1.8.8",-16.44880308,-71.51631675,0,"2007-05-15",1,0.0681886479592167,0.130439572064655,18,0,118,12,"gray"
"360",360,"1.8.9.21","1.8.9",-16.44924243,-71.51646011,0,"2018-11-09",2,0.0813765123641601,0.148338178393255,63,0,119,1,"blue"
"228",228,"1.8.9.20","1.8.9",-16.44908172,-71.51656239,0,"2007-04-13",2,0.0792268949740983,0.144680351518805,6,0,119,2,"gray"
"591",591,"1.8.8.168","1.8.8",-16.44912383,-71.51617576,0,"2007-05-16",1,0.0760358627871138,0.144215333690246,19,0,119,3,"gray"
"568",568,"1.8.8.131","1.8.8",-16.44885433,-71.5160005,0,"2007-05-16",1,0.0750031959966507,0.144143562132494,19,0,119,4,"gray"
"208",208,"1.8.9.22","1.8.9",-16.44933336,-71.51640613,0,"2007-04-16",1,0.0748384821970724,0.136712539272393,7,0,119,5,"gray"
"298",298,"1.8.9.23","1.8.9",-16.44941482,-71.51639859,0,"2007-04-12",1,0.0747459425572357,0.136408390647401,5,0,119,6,"gray"
"581",581,"1.8.8.167","1.8.8",-16.44920454,-71.51613696,0,"2007-05-15",1,0.0744416635708519,0.140625854403827,18,0,119,7,"gray"
"652",652,"1.8.8.165","1.8.8",-16.44937474,-71.51606252,0,"2007-05-21",1,0.0733825568440432,0.136165989193542,22,0,119,8,"gray"
"582",582,"1.8.8.169","1.8.8",-16.44896608,-71.51624846,0,"2018-11-06",1,0.0714775231362049,0.136540996649383,60,0,119,9,"gray"
"608",608,"1.8.8.166","1.8.8",-16.44929257,-71.51610287,0,"2007-05-17",1,0.0697665051610307,0.130219097526046,20,0,119,10,"gray"
"630",630,"1.8.8.170","1.8.8",-16.44888569,-71.51627508,0,"2007-05-16",1,0.0691568846923805,0.132224704006623,19,0,119,11,"gray"
"589",589,"1.8.8.134","1.8.8",-16.44915271,-71.51597009,0,"2007-05-23",1,0.0691489442303955,0.132662836333136,24,0,119,12,"gray"
"569",569,"1.8.8.135","1.8.8",-16.44901733,-71.51593733,0,"2007-05-22",1,0.0689839070054162,0.132072220313718,23,0,119,13,"gray"
"570",570,"1.8.8.136","1.8.8",-16.44910828,-71.51588474,0,"2007-05-15",1,0.0680367467118888,0.130647285026907,18,0,119,14,"gray"
"163",163,"1.8.9.183","1.8.9",-16.44691707,-71.51865337,0,"2007-04-13",1,0.0813358398061474,0.155240256179227,6,0,120,1,"blue"
"458",458,"1.8.10.7","1.8.10",-16.44679364,-71.51882386,0,"2007-04-11",1,0.0757503384665719,0.145259514499901,4,0,120,2,"gray"
"226",226,"1.8.9.182","1.8.9",-16.44706281,-71.51868417,0,"2007-04-13",1,0.0708386312144237,0.13495377904325,6,0,120,3,"gray"
"162",162,"1.8.9.181","1.8.9",-16.44713587,-71.51869279,0,"2007-04-13",1,0.0708088524022175,0.134535141172346,6,0,120,4,"gray"
"207",207,"1.8.9.180","1.8.9",-16.44720391,-71.51873952,0,"2007-04-12",1,0.0707609711695146,0.134197685773773,5,0,120,5,"gray"
"184",184,"1.8.9.185","1.8.9",-16.44700057,-71.51849072,0,"2007-04-19",1,0.0699488257528622,0.132922907785574,10,0,120,6,"gray"
"460",460,"1.8.10.8","1.8.10",-16.44689785,-71.51884532,0,"2007-04-10",1,0.0691490778166883,0.133253825187812,3,0,120,7,"gray"
"463",463,"1.8.10.9","1.8.10",-16.44700445,-71.51888151,0,"2007-04-10",1,0.0691335401753646,0.134174804775025,3,0,120,8,"gray"
"180",180,"1.8.9.171","1.8.9",-16.4472196,-71.51885411,0,"2006-08-30",1,0.0690042714401476,0.134562058239175,10,0,120,9,"gray"
"291",291,"1.8.9.184","1.8.9",-16.44696504,-71.51856103,0,"2007-04-11",1,0.0685613615234569,0.130168878669426,4,0,120,10,"gray"
"474",474,"1.8.10.10","1.8.10",-16.44710096,-71.5189148,0,"2018-11-09",1,0.0674769026279876,0.131493590178672,63,0,120,11,"gray"
"150",150,"1.8.9.170","1.8.9",-16.44721911,-71.51889359,0,"2007-04-16",1,0.0663128297702303,0.129253202804353,7,0,120,12,"gray"
"743",743,"1.8.5.9","1.8.5",-16.45391659,-71.51364472,0,"2007-06-19",1,0.0812797596594441,0.155449223003797,36,0,121,1,"blue"
"1290",1290,"1.8.5.37","1.8.5",-16.45374128,-71.51374886,0,"2007-06-19",1,0.0726135422258871,0.137437077593888,36,0,121,2,"gray"
"1101",1101,"1.8.5.35","1.8.5",-16.45378924,-71.51350192,0,"2007-01-08",1,0.0722805536249543,0.136865640067015,37,0,121,3,"gray"
"770",770,"1.8.5.39","1.8.5",-16.45368898,-71.51392409,0,"2007-06-05",1,0.0713008876232746,0.134883905451269,26,0,121,4,"gray"
"742",742,"1.8.5.8","1.8.5",-16.45390385,-71.5137219,0,"2007-06-06",1,0.0693772649797908,0.132581907866991,27,0,121,5,"gray"
"769",769,"1.8.5.34","1.8.5",-16.45370638,-71.51343915,0,"2007-06-14",1,0.0693007702838166,0.130247994738123,33,0,121,6,"gray"
"739",739,"1.8.5.38","1.8.5",-16.45371901,-71.51383049,0,"2007-06-06",1,0.0681593019138522,0.128390928464136,27,0,121,7,"gray"
"1373",1373,"1.8.5.36","1.8.5",-16.45377174,-71.513615,0,"2007-02-02",1,0.0673232136674421,0.126869747543872,37,0,121,8,"gray"
"842",842,"1.8.7.108","1.8.7",-16.44772824,-71.51580509,0,"2007-07-19",1,0.0812545254329431,0.150880841506034,43,0,122,1,"blue"
"904",904,"1.8.7.112","1.8.7",-16.4477142,-71.5159434,0,"2007-07-19",1,0.0770232404575126,0.14176717048268,43,0,122,2,"gray"
"903",903,"1.8.7.109","1.8.7",-16.44788692,-71.51582016,0,"2007-07-20",1,0.0766794672967501,0.141046690567773,44,0,122,3,"gray"
"701",701,"1.8.7.14","1.8.7",-16.44757949,-71.51612119,0,"2007-07-09",1,0.075295079054188,0.142885447116641,39,0,122,4,"gray"
"676",676,"1.8.7.111","1.8.7",-16.44788325,-71.51598032,0,"2007-07-19",2,0.0738348927686931,0.135221779884033,43,0,122,5,"gray"
"674",674,"1.8.7.110","1.8.7",-16.44788417,-71.51590031,0,"2007-07-19",1,0.0731806017935295,0.134173413271958,43,0,122,6,"gray"
"675",675,"1.8.7.110A","1.8.7",-16.44785994,-71.5159204,0,"2007-07-19",1,0.072843113293889,0.133445553064781,43,0,122,7,"gray"
"816",816,"1.8.7.12","1.8.7",-16.44776407,-71.51613929,0,"2018-11-19",1,0.0686843803200704,0.130373280248765,68,0,122,8,"gray"
"700",700,"1.8.7.13","1.8.7",-16.44767792,-71.51613248,0,"2007-07-13",1,0.0675596995513329,0.127663888343693,41,0,122,9,"gray"
"574",574,"1.8.8.96","1.8.8",-16.44661244,-71.51743361,0,"2007-05-21",2,0.0812285277831839,0.147392355690362,22,0,123,1,"blue"
"594",594,"1.8.8.95","1.8.8",-16.44657704,-71.51751421,0,"2007-05-10",1,0.0790293731528109,0.145032342517254,15,0,123,2,"gray"
"554",554,"1.8.8.97","1.8.8",-16.44664684,-71.51734288,0,"2007-05-21",2,0.0775957173424578,0.140909585244654,22,0,123,3,"gray"
"483",483,"1.8.8.20","1.8.8",-16.44632394,-71.51740036,0,"2007-05-22",1,0.0758063411371618,0.144354149539961,23,0,123,4,"gray"
"654",654,"1.8.8.50","1.8.8",-16.44605126,-71.51751211,0,"2018-11-07",1,0.0731701879889038,0.139794581308105,61,0,123,5,"gray"
"537",537,"1.8.8.75","1.8.8",-16.44648233,-71.51767686,0,"2007-05-11",1,0.0711843615430802,0.137062376154854,16,0,123,6,"gray"
"536",536,"1.8.8.74","1.8.8",-16.44643261,-71.51775976,0,"2007-05-09",1,0.0704592123820022,0.135719629870136,14,0,123,7,"gray"
"517",517,"1.8.8.19","1.8.8",-16.44637083,-71.51728591,0,"2007-05-11",1,0.0693105511565834,0.130497307419186,16,0,123,8,"gray"
"495",495,"1.8.8.36","1.8.8",-16.44623378,-71.51764554,0,"2007-05-08",1,0.0674008269817181,0.12881975849818,13,0,123,9,"gray"
"518",518,"1.8.8.21","1.8.8",-16.44611872,-71.51734152,0,"2007-05-18",1,0.0670570219735573,0.127721081105883,21,0,123,10,"gray"
"486",486,"1.8.8.22B","1.8.8",-16.44615587,-71.51723863,0,"2007-05-08",1,0.0668644943793954,0.127136553659902,13,0,123,11,"gray"
"485",485,"1.8.8.22A","1.8.8",-16.44614959,-71.51726967,0,"2007-05-08",1,0.0664942609706578,0.126469950240979,13,0,123,12,"gray"
"484",484,"1.8.8.22","1.8.8",-16.44613994,-71.51727929,0,"2007-05-08",1,0.0664742960591014,0.126463394822103,13,0,123,13,"gray"
"493",493,"1.8.8.35","1.8.8",-16.44626824,-71.51756549,0,"2007-05-09",1,0.0661837818730326,0.126394898889298,14,0,123,14,"gray"
"494",494,"1.8.8.35A","1.8.8",-16.44625,-71.51759478,0,"2007-05-08",1,0.0651919337370063,0.124328561621983,13,0,123,15,"gray"
"1400",1400,"1.8.6.158","1.8.6",-16.44781817,-71.51529548,0,"2007-12-11",1,0.0809522838780873,0.146423372355458,52,0,124,1,"blue"
"1377",1377,"1.8.6.157","1.8.6",-16.44769726,-71.51515443,0,"2007-07-19",1,0.0802295498940327,0.14835400206302,58,0,124,2,"gray"
"1495",1495,"1.8.6.138","1.8.6",-16.44752172,-71.51515509,0,"2008-04-11",1,0.0724312096264356,0.137745707203832,53,0,124,3,"gray"
"1458",1458,"1.8.6.137","1.8.6",-16.44757427,-71.51502955,0,"2008-04-11",1,0.0698128777848935,0.132211440736334,53,0,124,4,"gray"
"817",817,"1.8.7.121","1.8.7",-16.44739434,-71.51527508,0,"2007-07-19",1,0.0688814191148086,0.128531561902592,43,0,124,5,"gray"
"1444",1444,"1.8.6.83","1.8.6",-16.44769878,-71.51296876,0,"2007-12-10",1,0.0802337863638931,0.152370212725005,51,0,125,1,"blue"
"1147",1147,"1.8.5.258","1.8.5",-16.44796469,-71.51294196,0,"2007-06-15",1,0.0732139304930153,0.140399858984917,34,0,125,2,"gray"
"1148",1148,"1.8.5.261","1.8.5",-16.44794542,-71.51274591,0,"2007-06-12",1,0.072403868803164,0.138726706349019,31,0,125,3,"gray"
"1199",1199,"1.8.5.259","1.8.5",-16.44783891,-71.51285405,0,"2007-06-11",1,0.0713150327318904,0.13627353906071,30,0,125,4,"gray"
"1200",1200,"1.8.5.260","1.8.5",-16.44786623,-71.51278188,0,"2007-06-14",1,0.0705461286256402,0.134795315445233,33,0,125,5,"gray"
"1278",1278,"1.8.5.257","1.8.5",-16.44807724,-71.51296489,0,"2007-06-15",1,0.0695498425028827,0.133313135320825,34,0,125,6,"gray"
"1150",1150,"1.8.5.264","1.8.5",-16.4481647,-71.51264442,0,"2007-06-12",1,0.0690766240440433,0.132380944164232,31,0,125,7,"gray"
"1080",1080,"1.8.5.256","1.8.5",-16.44816633,-71.51295331,0,"2007-06-12",1,0.0685508662587554,0.131425913391831,31,0,125,8,"gray"
"1201",1201,"1.8.5.263","1.8.5",-16.44809115,-71.51265162,0,"2007-06-15",1,0.0682383153246876,0.130541417087588,34,0,125,9,"gray"
"1198",1198,"1.8.5.255","1.8.5",-16.44822435,-71.51291041,0,"2007-06-12",1,0.067960070510217,0.130317038366944,31,0,125,10,"gray"
"1149",1149,"1.8.5.262","1.8.5",-16.4480346,-71.51269661,0,"2007-06-24",1,0.0670443818140747,0.128059573976581,37,0,125,11,"gray"
"328",328,"1.8.10.108","1.8.10",-16.4464398,-71.51999569,0,"2007-04-19",1,0.0800526362175345,0.146076485726437,10,0,126,1,"blue"
"341",341,"1.8.10.97","1.8.10",-16.44652131,-71.51996993,0,"2007-04-18",2,0.0785877213066497,0.142547823980772,9,0,126,2,"gray"
"448",448,"1.8.10.51","1.8.10",-16.44689075,-71.52007171,0,"2007-04-11",1,0.0779957324815555,0.147139854247334,4,0,126,3,"gray"
"414",414,"1.8.10.49","1.8.10",-16.44685656,-71.51988019,0,"2007-04-17",1,0.0757931735313737,0.141737431037726,8,0,126,4,"gray"
"449",449,"1.8.10.55","1.8.10",-16.44669437,-71.51983256,0,"2007-04-12",1,0.0757723306889458,0.141111219017786,5,0,126,5,"gray"
"417",417,"1.8.10.54","1.8.10",-16.44671226,-71.51993134,0,"2007-04-11",1,0.0752069595078245,0.140586790454114,4,0,126,6,"gray"
"416",416,"1.8.10.52","1.8.10",-16.44674863,-71.52012255,0,"2007-04-23",1,0.0751257596741128,0.140878130867488,11,0,126,7,"gray"
"407",407,"1.8.10.35","1.8.10",-16.44710215,-71.5201891,0,"2007-04-12",1,0.0742033174672942,0.140546364506278,5,0,126,8,"gray"
"415",415,"1.8.10.50","1.8.10",-16.44687151,-71.51997746,0,"2006-09-13",1,0.0725477650976636,0.136096427034072,11,0,126,9,"gray"
"469",469,"1.8.10.53","1.8.10",-16.44673108,-71.52003069,0,"2007-04-16",1,0.0722518209213643,0.135046420892903,7,0,126,10,"gray"
"406",406,"1.8.10.34","1.8.10",-16.44702018,-71.52022282,0,"2007-04-10",1,0.0712608895148212,0.133884187633351,3,0,126,11,"gray"
"719",719,"1.8.7.20","1.8.7",-16.44701642,-71.51603119,0,"2007-07-09",1,0.0798743131415831,0.148780023512896,39,0,127,1,"blue"
"790",790,"1.8.7.88","1.8.7",-16.44699665,-71.51566755,0,"2007-07-16",1,0.0792984520163203,0.147936395484647,42,0,127,2,"gray"
"680",680,"1.8.7.19","1.8.7",-16.44714619,-71.51601758,0,"2007-07-13",1,0.0764141629470445,0.144537412663584,41,0,127,3,"gray"
"777",777,"1.8.7.21","1.8.7",-16.44693389,-71.51604226,0,"2007-07-06",1,0.0744343457291477,0.13624400074039,38,0,127,4,"gray"
"814",814,"1.8.7.117","1.8.7",-16.44720234,-71.51573363,0,"2007-07-19",1,0.0736344851430341,0.139819014278374,43,0,127,5,"gray"
"905",905,"1.8.7.116","1.8.7",-16.44730506,-71.51578272,0,"2007-07-20",1,0.0726317404650396,0.137317989357071,44,0,127,6,"gray"
"598",598,"1.8.8.151","1.8.8",-16.45056103,-71.51537597,0,"2007-05-17",1,0.0798585144670316,0.153470772070908,20,0,128,1,"blue"
"599",599,"1.8.8.152","1.8.8",-16.45048166,-71.51549102,0,"2007-05-17",1,0.0729370436581585,0.140323883502262,20,0,128,2,"gray"
"234",234,"1.8.9.49","1.8.9",-16.45072104,-71.51596699,0,"2007-04-11",1,0.0708401031665516,0.135027910221668,4,0,128,3,"gray"
"306",306,"1.8.9.42","1.8.9",-16.45081829,-71.51561037,0,"2007-04-11",1,0.0698141801491071,0.134395338478109,4,0,128,4,"gray"
"232",232,"1.8.9.39","1.8.9",-16.45061065,-71.51577775,0,"2007-04-19",1,0.0684002316270569,0.131933826159541,10,0,128,5,"gray"
"307",307,"1.8.9.43","1.8.9",-16.45089465,-71.51554153,0,"2007-04-10",1,0.0681726657706465,0.13061014971621,3,0,128,6,"gray"
"233",233,"1.8.9.41","1.8.9",-16.45074984,-71.51566052,0,"2007-04-10",1,0.0679509591979742,0.130877829850653,3,0,128,7,"gray"
"308",308,"1.8.9.43A","1.8.9",-16.45087138,-71.51549003,0,"2007-04-11",1,0.0678854239806879,0.129934730799187,4,0,128,8,"gray"
"305",305,"1.8.9.40","1.8.9",-16.45068171,-71.5157416,0,"2007-04-12",1,0.0671331155876211,0.129383768137709,5,0,128,9,"gray"
"311",311,"1.8.9.47","1.8.9",-16.45083923,-71.51586544,0,"2007-04-12",1,0.0669806109551849,0.128255990254634,5,0,128,10,"gray"
"420",420,"1.8.9.46","1.8.9",-16.4508948,-71.51581182,0,"2007-04-11",1,0.0668835001145758,0.128286362504502,4,0,128,11,"gray"
"312",312,"1.8.9.48","1.8.9",-16.45078128,-71.51592367,0,"2007-04-11",1,0.0657785049231505,0.125271967033263,4,0,128,12,"gray"
"310",310,"1.8.9.45","1.8.9",-16.45093145,-71.51575414,0,"2007-04-11",1,0.0652297921185758,0.124956675872013,4,0,128,13,"gray"
"309",309,"1.8.9.44","1.8.9",-16.45099936,-71.51571117,0,"2018-11-09",1,0.0618441917814065,0.117588764688945,63,0,128,14,"gray"
"552",552,"1.8.8.85","1.8.8",-16.44638933,-71.51854785,0,"2007-05-17",1,0.0790129820436726,0.148491632687637,20,0,129,1,"blue"
"545",545,"1.8.8.58","1.8.8",-16.44631707,-71.51832372,0,"2007-05-17",1,0.0771396745696504,0.142160465961302,20,0,129,2,"gray"
"611",611,"1.8.8.84","1.8.8",-16.44658912,-71.51861284,0,"2018-11-08",1,0.0768090437032302,0.14503267473983,62,0,129,3,"gray"
"625",625,"1.8.8.87","1.8.8",-16.44650498,-71.51841689,0,"2007-05-15",1,0.0760834740069279,0.143954292264219,18,0,129,4,"gray"
"587",587,"1.8.8.83","1.8.8",-16.44668379,-71.51854357,0,"2007-05-10",1,0.0754033464264865,0.141490757250989,15,0,129,5,"gray"
"551",551,"1.8.8.82","1.8.8",-16.44674568,-71.51845509,0,"2007-05-14",1,0.0753024272179988,0.139580259871321,17,0,129,6,"gray"
"586",586,"1.8.8.81","1.8.8",-16.44679937,-71.51836908,0,"2007-05-11",2,0.0740605421299206,0.135246238181663,16,0,129,7,"gray"
"553",553,"1.8.8.86","1.8.8",-16.44644652,-71.51848784,0,"2007-05-10",1,0.071773013642465,0.135027193494815,15,0,129,8,"gray"
"538",538,"1.8.8.88","1.8.8",-16.44656404,-71.51834508,0,"2007-05-16",1,0.0703854376524518,0.132436625358701,19,0,129,9,"gray"
"1369",1369,"1.8.5.183","1.8.5",-16.45063587,-71.5118746,0,"2007-06-14",1,0.0788937945744898,0.148309387563653,33,0,130,1,"blue"
"969",969,"1.8.5.173","1.8.5",-16.45076578,-71.51218467,0,"2007-06-13",1,0.0759277159854838,0.145038091361828,32,0,130,2,"gray"
"1044",1044,"1.8.5.180","1.8.5",-16.45056418,-71.51213385,0,"2007-06-11",1,0.0742291800608423,0.140889969191596,30,0,130,3,"gray"
"971",971,"1.8.5.179","1.8.5",-16.45053711,-71.51223319,0,"2007-06-12",1,0.0728654409266758,0.138580996370787,31,0,130,4,"gray"
"973",973,"1.8.5.182","1.8.5",-16.45062168,-71.51197475,0,"2007-06-12",1,0.0720540710501964,0.13574160868322,31,0,130,5,"gray"
"1043",1043,"1.8.5.175","1.8.5",-16.45073744,-71.5123802,0,"2007-06-15",1,0.0717908190025444,0.137074100548444,34,0,130,6,"gray"
"972",972,"1.8.5.181","1.8.5",-16.45059077,-71.51205002,0,"2007-06-12",1,0.0716819929580295,0.135394604913102,31,0,130,7,"gray"
"1268",1268,"1.8.5.172","1.8.5",-16.45078725,-71.51209743,0,"2007-06-14",1,0.0706822161335696,0.134399138832435,33,0,130,8,"gray"
"1042",1042,"1.8.5.174","1.8.5",-16.45075992,-71.51227617,0,"2007-06-18",1,0.0698329261403651,0.133114102794079,35,0,130,9,"gray"
"943",943,"1.8.5.177","1.8.5",-16.45058287,-71.51235035,0,"2007-06-13",1,0.0696778348642322,0.132655731115869,32,0,130,10,"gray"
"970",970,"1.8.5.176","1.8.5",-16.4506667,-71.51236752,0,"2007-06-15",1,0.0688833835107014,0.131216625126907,34,0,130,11,"gray"
"1074",1074,"1.8.5.178","1.8.5",-16.45050779,-71.51231749,0,"2007-06-19",1,0.0682801583972426,0.129477980342723,36,0,130,12,"gray"
"1182",1182,"1.8.5.224","1.8.5",-16.44925951,-71.51136732,0,"2007-06-13",1,0.0784891251141498,0.147924967673608,32,0,131,1,"blue"
"1181",1181,"1.8.5.223","1.8.5",-16.44950209,-71.51087508,0,"2007-06-14",1,0.0779095529472743,0.147109424308044,33,0,131,2,"gray"
"1222",1222,"1.8.2.67","1.8.2",-16.45248157,-71.51010442,0,"2007-07-16",1,0.0784782756372319,0.148367718404051,42,0,132,1,"blue"
"1223",1223,"1.8.2.68","1.8.2",-16.45260493,-71.51042829,0,"2007-01-15",1,0.0766931526480901,0.145456002990247,42,0,132,2,"gray"
"1241",1241,"1.8.2.69","1.8.2",-16.45248428,-71.51053435,0,"2007-07-13",1,0.0733868576410457,0.139281456335782,41,0,132,3,"gray"
"1261",1261,"1.8.2.70","1.8.2",-16.45242093,-71.51066412,0,"2007-01-19",1,0.0729979731414051,0.138523074221746,42,0,132,4,"gray"
"1224",1224,"1.8.2.72A","1.8.2",-16.4521245,-71.51061994,0,"2007-07-13",1,0.0658198505443751,0.123912808384506,41,0,132,5,"gray"
"1242",1242,"1.8.2.72","1.8.2",-16.45215708,-71.5106796,0,"2007-07-09",1,0.0652247034420153,0.122699675673539,39,0,132,6,"gray"
"1225",1225,"1.8.2.72B","1.8.2",-16.45212071,-71.51055561,0,"2007-07-13",1,0.0634841818712296,0.118961412091682,41,0,132,7,"gray"
"1108",1108,"1.8.5.50","1.8.5",-16.45336576,-71.51328538,0,"2007-06-06",1,0.0784350200088135,0.144601421725378,27,0,133,1,"blue"
"740",740,"1.8.5.52","1.8.5",-16.45334183,-71.51346178,0,"2007-06-05",1,0.0782603772532155,0.14289841345543,26,0,133,2,"gray"
"804",804,"1.8.5.53","1.8.5",-16.45331474,-71.51355913,0,"2007-06-07",1,0.0776348403017266,0.141777826003809,28,0,133,3,"gray"
"803",803,"1.8.5.51","1.8.5",-16.45334506,-71.51339444,0,"2007-06-07",2,0.0772830081795091,0.140873074877489,28,0,133,4,"gray"
"768",768,"1.8.5.33","1.8.5",-16.45353329,-71.51335604,0,"2007-06-04",1,0.0747988117057896,0.140054492085209,25,0,133,5,"gray"
"1005",1005,"1.8.5.30","1.8.5",-16.45347581,-71.51359204,0,"2007-06-05",1,0.0746641246843514,0.138009453081461,26,0,133,6,"gray"
"767",767,"1.8.5.31","1.8.5",-16.45349493,-71.51352041,0,"2007-06-04",1,0.0743022186061098,0.138135717969755,25,0,133,7,"gray"
"831",831,"1.8.5.32","1.8.5",-16.45351283,-71.51342909,0,"2007-06-06",1,0.0730101739968767,0.136155958905354,27,0,133,8,"gray"
"1012",1012,"1.8.5.192","1.8.5",-16.45038853,-71.51203902,0,"2007-06-13",2,0.0780859696503904,0.142621467190943,32,0,134,1,"blue"
"979",979,"1.8.5.191","1.8.5",-16.45039783,-71.51195532,0,"2007-06-11",1,0.0776860598554899,0.141839473674255,30,0,134,2,"gray"
"1013",1013,"1.8.5.193","1.8.5",-16.45036533,-71.51210673,0,"2007-06-14",1,0.0763202504852007,0.140392333029,33,0,134,3,"gray"
"980",980,"1.8.5.194","1.8.5",-16.45033502,-71.51219803,0,"2007-06-12",1,0.072891855194303,0.135345492917496,31,0,134,4,"gray"
"1077",1077,"1.8.5.198","1.8.5",-16.45014344,-71.51205149,0,"2007-06-12",1,0.0728895088616714,0.136419138733105,31,0,134,5,"gray"
"1014",1014,"1.8.5.195","1.8.5",-16.45032561,-71.51227493,0,"2007-06-13",1,0.0712862221649776,0.133242491939309,32,0,134,6,"gray"
"1016",1016,"1.8.5.197","1.8.5",-16.45010369,-71.51213473,0,"2007-01-04",1,0.0710663140647698,0.133529904190802,37,0,134,7,"gray"
"1015",1015,"1.8.5.196","1.8.5",-16.45010032,-71.51222149,0,"2007-06-13",1,0.0692319486968166,0.130064371219285,32,0,134,8,"gray"
"1395",1395,"1.8.6.10","1.8.6",-16.44906161,-71.51471082,0,"2008-04-11",2,0.0779011986252175,0.141429571161503,53,0,135,1,"blue"
"1355",1355,"1.8.6.4","1.8.6",-16.44933027,-71.514755,0,"2007-07-25",1,0.0772190935439626,0.141800133514385,45,0,135,2,"gray"
"1356",1356,"1.8.6.5","1.8.6",-16.44929384,-71.5148752,0,"2007-07-16",2,0.0768661003994217,0.138502750874008,42,0,135,3,"gray"
"1348",1348,"1.8.6.1","1.8.6",-16.44941782,-71.5145347,0,"2007-07-16",1,0.0755245647947147,0.141952233936825,42,0,135,4,"gray"
"1412",1412,"1.8.6.9","1.8.6",-16.44902083,-71.51479578,0,"2008-04-11",1,0.0746452813416267,0.135927170013798,53,0,135,5,"gray"
"1353",1353,"1.8.6.2","1.8.6",-16.4493754,-71.51460964,0,"2007-07-16",1,0.0745904195462706,0.139275895308934,42,0,135,6,"gray"
